"","OTU","kingdom","phylum","class","order","family","genus","species","APE10","APE20","APE21","APE23","APE24","APE25","APE26","APE27","APE29","APE02","APE03","APE04","APE05","APE06","APE08","APE09","DYP10","DYP11","DYP12","DYP13","DYP14","DYP15","DYP16","DYP17","DYP18","DYP01","DYP20","DYP21","DYP22","DYP23","DYP24","DYP25","DYP26","DYP27","DYP28","DYP29","DYP02","DYP31","DYP32","DYP33","DYP34","DYP03","DYP04","DYP05","DYP06","DYP07","DYP08","DYP09","HEI01","HEI02","HEI03","HEI04","LAC10","LAC11","LAC12","LAC01","LAC20","LAC21","LAC22","LAC23","LAC24","LAC25","LAC26","LAC27","LAC28","LAC29","LAC02","LAC03","LAC04","LAC05","LAC06","LAC07","LAC08","LAC09","THEO10","THEO01","THEO20","THEO21","THEO22","THEO23","THEO25","THEO26","THEO27","THEO28","THEO29","THEO02","THEO04","THEO05","THEO06","THEO07","THEO08","APE01","APE22","APE28","APE07","COR10","COR01","COR20","COR21","COR22","COR23","COR24","COR25","COR26","COR27","COR28","COR29","COR02","COR03","COR04","COR05","COR06","COR07","COR08","COR09","CHRY10","CHRY11","CHRY12","CHRY01","CHRY20","CHRY21","CHRY22","CHRY23","CHRY24","CHRY25","CHRY26","CHRY27","CHRY28","CHRY29","CHRY02","CHRY03","CHRY04","CHRY05","CHRY06","CHRY07","CHRY08","CHRY09","HEI10","HEI20","HEI21","HEI22","HEI23","HEI24","HEI25","HEI26","HEI27","HEI28","HEI29","HEI05","HEI06","HEI07","HEI08","HEI09","THEO24","THEO03","THEO09"
"1","OTU_2","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Coremiopassalora","Coremiopassalora_leptophlebae",0,14,0,0,10,0,13,27,8,0,0,0,709,0,0,13,86,3,0,13,0,19,0,34,10,0,8,0,44,40,4,9,27,200,18,0,0,0,0,0,13,121,32,0,59,0,0,0,0,28,11,14,0,0,1266,2,7,718,0,330,0,1265,18,141,14,18,0,1,23,0,311,9,4,52,24410,6428,2988,16608,177,63474,88794,7209,54650,862,1527,278,2006,2684,47,26314,7787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786,0,0
"2","OTU_1","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_fructicola",483,273,2385,2768,54,479,26,686,69,737,0,1025,25,51401,207,180,605,45,218,18,652,35,0,9,119,51,0,1565,5,161,41,44,30,102,2,249,22,41,26,8,22,17,150,9,62,0,35,74,0,73,2,130,27,11,70,0,83,390,22,166,0,38,231,173,197,501,437,41,66,1,113,0,171,138,401,46,0,1216,1573,226,0,0,220,113,338,318,39,0,91,118,228,0,0,0,0,2242,0,0,1509,0,830,0,1460,0,766,0,0,115,0,392,0,213216,0,223,0,563,0,0,0,0,0,0,0,0,13500,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","OTU_5","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora_sp",0,0,0,868,0,0,0,171,0,0,0,415,0,0,0,14,0,6,344,0,702,0,863,0,0,36,0,0,0,0,0,0,0,0,80,463,0,0,0,0,0,114,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,25,0,450,0,286,256,442,0,0,0,0,7,0,0,0,36065,4913,0,7735,62,17616,22614,5797,44861,1345,89998,40,1112,999,8553,2288,27182,83,203,124,0,0,23,0,0,0,0,12,0,25,0,25,0,0,0,0,0,0,0,0,234,0,0,0,0,0,79,0,0,31,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,193,0,0,16,0,65,0,0,0,0,0,0,1315,14596,3543
"4","OTU_7","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sp",0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,228,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,93,0,420,22,208,1238,24,0,85,0,0,30,0,217,156,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21605,0,0,72,0,28164,93732,7944,0,2512,5086,804,0,0,417
"5","OTU_3","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_sp",0,0,0,87,0,0,0,0,0,11760,32,896,4,0,114,78,417,133,0,597,0,39,633,47,0,611,2006,0,29,19,121,4,207,0,0,39,14,14,0,98,0,3203,87,60,32,1694,4414,1161,102,54,7,48,0,268,605,0,2,232,15,71,0,235,0,91,4,219,655,53,1950,118,109,601,0,15,1845,4219,40,1199,30,3599,338,1214,152,131,9124,10615,109,4963,10894,3107,2926,0,0,0,0,1329,0,0,0,145,95,0,0,0,0,0,0,0,0,1074,0,0,1851,0,0,274,0,2903,0,1171,2016,2325,3926,3516,1930,0,0,0,0,0,0,1174,2065,3046,676,0,0,0,0,0,30,3321,0,0,0,0,0,0,5156,0,0,0,0,10056,3838,371
"6","OTU_6","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","Corynespora_cassiicola",135,663,1963,1485,1394,0,68,214,51,2005,0,0,8,672,139,69,0,7,0,17,0,4,0,2,8,0,25,0,9,0,4,0,8,0,6,0,7,0,1,5,0,0,9,0,0,83,0,0,1161,0,2,1342,18,10008,1675,3,3,0,792,8,2,3151,0,6,0,501,0,379,0,131,4,520,15,1232,1576,274,66,218,10718,1790,1679,2916,5478,2989,0,0,1317,0,1631,1079,1912,8771,1586,0,765,50,0,0,232,0,2898,1822,1858,0,5118,652,0,1844,0,0,0,0,0,187,775,0,0,0,0,0,0,0,0,0,0,0,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,12110,1345,324,0,0,0,832,0,0,0,340,114,0,1751,952,435
"7","OTU_8","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_sp",0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,54228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,39833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
"8","OTU_9","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","Zasmidium_citrigriseum",0,0,0,790,0,0,53,0,0,0,0,0,0,0,0,0,390,15,38,32,75,0,9899,17,78,44,356,31572,0,12,471,134,133,986,26,837,16,0,15,10,0,81,54,1384,25,5,112,13079,0,48,0,0,0,41,0,0,0,0,0,0,0,0,0,91,0,0,0,9,0,0,0,0,6,5,669,216,24,273,0,688,418,0,925,18,7827,274,29,182,156,0,442,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,185,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,783,1856,0,0,0,129,0,0,45,0,0,0,0,0,0,87
"9","OTU_10","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Neopestalotiopsis","Neopestalotiopsis_sp",414,7,1225,2479,5,1268,3,647,415,960,0,253,6,131,24844,4,2841,0,351,21,258,3,466,2,356,0,0,4505,5,20,0,150,2,238,0,58,70,5,10,0,13,0,96,0,124,0,120,0,0,154,26,160,0,0,0,3,0,0,0,0,0,0,0,7,5,190,16,3,0,8,0,0,0,0,0,0,5,578,0,736,0,0,130,0,262,323,136,0,0,0,917,0,0,0,0,3494,0,0,2506,0,1688,0,311,0,4271,0,0,1109,0,2960,0,0,0,1879,0,19,0,64,0,0,0,212,110,0,0,0,0,0,0,0,0,34,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
"10","OTU_11","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Scleroramularia","Scleroramularia_henanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,61475,15,0,15,26,0,0,27,8,0,0,0,0,0,20,0,0,0,0,83,0,0,0,3,0,104,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,58,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","OTU_12","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Uwebraunia","Uwebraunia_dekkeri",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12863,22,3938,36,1738,5,8150,18,207,14,0,0,0,7237,7,182,0,44,0,6170,236,0,0,0,525,711,80,4,14704,5,3173,69,0,65,0,77,0,0,0,0,0,9,9,0,0,0,0,0,0,0,6,9,13,0,0,17,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","OTU_14","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","Ascomycota_sp",0,4,0,0,0,0,0,0,0,0,0,0,0,557,2453,0,49,110,0,0,0,1,0,0,6,0,0,0,3,0,1,20,0,97,2,0,0,0,0,0,0,0,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,95,4,0,143,0,0,0,0,0,0,0,2,0,0,0,0,3545,1625,208,561,56,1517,265,1319,748,101,570,1124,54,2134,1566,0,10265,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,0,0,527,0,0,0,0,77,0,295,238,110,427,250,295,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,366,813,4793
"13","OTU_18","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Ramichloridium","Ramichloridium_apiculatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,9,0,4,330,10,23723,4,4,121,0,128,0,15,0,0,1,538,0,207,294,0,114,293,70,52,23,2,0,0,1709,25,0,28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,7,0,0,0,0,0,0
"14","OTU_29","Fungi","Ascomycota","Dothideomycetes","unidentified","unidentified","unidentified","Dothideomycetes_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,567,0,0,0,93,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,718,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,180,0,0,0,0,555,0,12234,0,0,0,0,478,409,0,0,0,0,0,0,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0,3,2,0,197,105,104,0,0,0,2,0,0,0,282,113,0,41,3804,0,0,0,0,0,0,0,445,5417,1519
"15","OTU_36","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","Sordariomycetes_sp",359,54,363,255,7,598,151,726,42,171,203,293,119,345,254,44,1150,46,243,49,988,28,520,31,181,301,208,765,38,176,59,461,151,171,9,203,280,3,43,164,0,58,130,27,389,62,259,608,142,116,0,105,0,0,221,0,5,467,0,247,0,62,62,426,65,287,236,0,94,10,258,13,114,60,398,34,0,415,50,686,142,0,0,0,351,1088,0,0,467,0,275,49,365,0,136,467,93,78,432,230,341,276,54,280,499,0,0,128,36,535,109,0,243,208,110,111,0,353,0,129,159,240,760,261,98,27,0,0,0,0,0,62,214,138,39,0,25,0,0,23,112,164,0,56,112,27,0,0,142,178,0,118,25,436,96,0
"16","OTU_17","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_luffae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717,0,0,0,0,0,0,0,0,0,1262,0,0,0,103,0,0,0,252,96,85,0,0,257,0,0,0,1859,0,48,210,1,1311,0,725,737,1522,2195,1785,1029,4,0,0,0,2,2,303,1543,15,207,0,0,92,0,73,0,96,118,0,0,0,0,0,2160,0,0,0,300,0,0,0
"17","OTU_19","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","Cyphellophora_oxyspora",0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,164,0,0,0,0,0,1724,0,0,0,0,290,0,0,0,0,0,26,0,88,5,0,0,0,0,0,50,0,0,0,29,0,0,27,0,53,0,0,367,0,11,0,0,0,0,0,0,11,0,95,12,9,702,0,0,0,0,30,112,0,0,0,0,221,0,499,0,0,0,0,104,748,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,57,14323,0,0,0,314,307,0,38,90,16,0,0,372,0,0
"18","OTU_20","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sp",0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,1077,429,263,0,0,0,149,2040,222,570,0,42,0,0,172,9,0,641,0,0,0,91,0,0,654,237,251,33,0,61,0,0,0,0,586,64,0,13,1,701,1,256,364,583,880,645,435,1,0,0,1,2,0,0,691,0,368,2,47,88,0,0,208,145,2,0,38,0,0,0,822,53,0,0,7,2222,149,3702
"19","OTU_39","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","Hypocreales_sp",0,0,263,0,0,0,0,37,46,148,0,83,0,2650,0,0,2789,0,74,11,209,0,0,0,91,0,0,652,0,0,0,89,0,143,0,0,205,0,19,0,10,0,16,0,262,5,445,0,0,45,0,0,0,0,0,0,0,129,0,48,0,541,0,99,0,185,288,2,142,0,44,0,91,58,725,0,0,572,0,472,320,0,507,0,643,369,22,0,213,0,304,0,0,0,18,302,0,0,82,0,0,0,0,0,233,0,0,151,0,233,0,0,188,138,0,0,0,99,0,79,80,23,141,81,39,0,0,0,0,0,0,73,101,15,0,0,17,0,0,230,0,101,0,0,0,71,0,0,239,334,0,0,0,0,0,0
"20","OTU_21","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_oligosperma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,15037,0,0,0,0,0,0,818,46,24,0,0,0,0,0
"21","OTU_33","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania","Nemania_sp",0,0,372,0,54,0,0,100,0,0,0,0,18,0,0,0,0,0,0,0,191,26,0,1,0,0,0,0,0,0,0,0,14,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,87,0,0,0,0,0,0,0,0,56,0,158,0,22,0,0,0,0,0,0,4,0,0,0,31,0,149,54,0,0,0,0,0,0,0,0,0,0,0,0,660,1254,555,239,118,0,180,249,164,152,193,293,320,323,92,0,33,803,290,262,0,113,212,0,182,0,78,0,40,12,0,48,0,34,68,64,25,0,0,0,187,202,102,518,0,72,3,498,258,246,98,91,14,312,32,107,0,187,169,119,233,223,925,554,1289
"22","OTU_28","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","unidentified","Mycosphaerellaceae_sp",0,0,0,0,0,88,0,114,43,0,0,1036,0,0,126,0,0,481,0,0,0,425,0,0,0,326,0,3154,345,0,0,0,0,50,0,196,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,201,0,0,188,0,223,0,99,0,279,406,776,0,197,0,0,0,0,0,0,70,0,0,252,0,0,607,0,134,0,0,0,64,1772,0,0,0,339,0,0,0,0,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,1,0,0,0,0,28,0,0,0,0,0,7,2,1,1,24,0,0,0,0,0,0,0,0,0,0,25,0,0,160,0,0,0,0,0,0,0,0,0,0
"23","OTU_22","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_citrinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,7,0,0,0,23,341,0,2,0,5,0,31,0,0,18,26,0,0,22,0,247,0,25,73,31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,3,34,1,9,0,0,0,0,61,0,51,61,0,0,310,240,0,0,1625,0,202,264,0,0,47,0,82,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,62,0,895,0,159,211,546,1066,617,524,0,0,0,0,0,0,413,536,12,0,0,0,0,0,50,56,237,0,0,0,0,0,0,1744,0,0,0,32,241,0,505
"24","OTU_25","Fungi","Ascomycota","Sordariomycetes","Xylariales","unidentified","unidentified","Xylariales_sp",0,0,0,0,0,0,2,0,0,280,0,0,0,11423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","OTU_56","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","Xylaria_sp",291,153,0,157,32,39,123,131,4,0,0,357,86,89,0,0,0,33,41,6,0,0,0,27,0,0,91,232,0,54,30,11,0,49,0,0,0,10,1,27,0,0,0,0,0,15,18,0,0,44,0,149,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,65,19,0,44,0,208,0,0,47,0,0,0,0,0,0,0,0,0,951,12,0,0,51,0,0,92,73,345,954,0,14,25,75,73,153,58,70,110,40,0,99,0,86,87,0,576,167,157,0,0,390,0,205,184,157,845,433,266,0,0,168,0,0,0,0,105,0,21,0,16,0,192,130,0,0,0,115,0,162,90,0,850,55,0,279,114,0,0,281
"26","OTU_26","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria_sp",0,0,0,258,0,0,0,2476,388,2625,0,0,0,0,3624,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","OTU_57","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_sp",0,57,0,103,0,294,0,0,6,0,0,0,0,196,3583,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,60,0,0,0,209,0,0,0,57,0,0,0,0,0,0,457,0,0,659,0,0,0,0,0,0,685,0,0,0,120,144,73,0,0,1375,0,0,0,0,53,0,0,135,0,0,60,0,63,0,73,61,83,201,315,165,0,0,0,0,0,0,186,339,0,0,0,0,57,0,11,0,0,0,0,0,0,43,0,199,0,62,0,0,0,800,0
"28","OTU_32","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Phyllostictaceae","Phyllosticta","Phyllosticta_capitalensis",0,0,0,0,0,68,109,0,0,0,0,0,0,0,0,0,945,136,229,131,1833,147,366,16,29,185,80,880,15,59,57,91,169,119,0,223,133,35,71,40,19,54,63,7,355,92,27,296,0,0,31,0,1,0,141,0,0,0,16,56,0,416,54,65,0,7,0,13,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,84,0,0,94,517,0,0,0,0,0,0,0,278,0,0,30,0,159,32,266,0,88,0,0,0,87,148,0,0,22,288,765,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,207,0,0,19,0,31,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"29","OTU_31","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_longicolla",0,0,52,94,0,0,0,0,13,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,579,0,0,1987,0,2152,0,2174,0,1452,0,0,519,0,1528,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","OTU_35","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Wallrothiella","Wallrothiella_subiculosa",0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1949,0,76,4,150,0,803,2,98,15,0,207,2,114,0,408,0,138,0,113,454,0,27,0,8,0,194,0,329,3,188,0,0,29,0,19,0,0,163,0,0,65,2,25,1,12,0,34,0,0,355,1,35,0,15,0,0,49,1679,0,0,124,0,285,0,0,0,0,0,92,146,0,87,0,321,0,0,0,0,34,0,0,73,0,159,0,0,0,61,0,0,0,0,0,0,0,0,21,0,402,0,0,0,0,0,68,109,0,0,0,0,0,0,0,0,16,104,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","OTU_47","Fungi","Ascomycota","Sordariomycetes","Microascales","unidentified","unidentified","Microascales_sp",0,43,107,147,0,427,0,19,25,0,0,0,14,0,0,8,502,0,33,54,0,1,223,2,65,161,63,329,22,94,20,47,18,116,0,69,61,0,10,66,5,49,29,7,87,14,115,156,27,124,30,40,0,0,102,12,14,362,95,105,0,15,73,142,70,98,126,13,18,0,92,14,165,33,0,0,0,165,0,209,0,0,139,0,0,51,14,218,78,0,0,0,0,0,172,89,0,58,160,19,143,661,89,57,224,7,0,73,373,78,47,0,0,144,0,34,0,0,0,0,22,30,25,0,0,17,0,63,0,0,0,217,123,31,53,0,7,44,0,41,0,0,33,5,188,84,0,0,0,64,0,0,0,355,0,310
"32","OTU_40","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Pestalotiopsis","Pestalotiopsis_sp",0,0,186,74,0,0,0,0,0,0,0,0,0,0,0,0,2514,0,42,0,199,0,3909,3,356,26,0,70,4,0,0,51,0,50,0,0,12,0,0,0,25,0,0,0,0,5,30,35,0,30,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,17,2,0,0,60,0,0,0,0,0,0,0,0,0,0,318,0,43,0,0,111,31,0,0,0,0,0,0,0,183,0,0,137,0,58,0,0,0,439,0,0,73,23,88,0,0,0,288,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","OTU_38","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pallidocercospora","Pallidocercospora_heimii",141,201,0,755,201,140,0,196,38,0,51,443,0,142,0,154,0,496,0,0,0,143,0,12,112,38,325,734,120,0,0,0,2,0,64,0,0,0,26,0,0,0,16,29,0,4,0,0,24,125,48,0,58,0,100,0,145,0,2,0,0,334,1463,54,0,0,0,22,93,0,0,0,0,30,454,0,0,680,173,0,0,0,380,111,0,120,222,115,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","OTU_785","Fungi","Ascomycota","Sordariomycetes","Xylariales","unidentified","unidentified","Xylariales_sp",0,135,0,227,66,12,39,0,0,0,0,206,0,897,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,189,0,0,0,0,0,0,0,0,1079,0,47,0,0,0,0,0,0,0,412,0,0,29,195,122,247,0,0,92,77,0,0,0,166,26,0,345,36,0,0,0,377,1,94,205,462,573,414,285,0,3,6,0,0,0,235,377,0,0,0,0,0,0,0,0,0,0,36,29,0,0,0,1108,0,0,0,0,0,0,0
